user_id,gender,credit_score,total_debt,yearly_income,card_id,card_brand,card_type,card_on_dark_web,credit_limit,txn_date,amount,merchant_id,errors
1782,Female,777,$58586,$39633,2172,Mastercard,Debit,False,$23475,2010-01-01 10:05:00,$-83.00,59935,
1314,Male,723,$71859,$39404,1140,Mastercard,Debit,False,$14664,2010-01-01 10:06:00,$80.00,27092,
132,Female,696,$12777,$31555,230,Mastercard,Debit (Prepaid),False,$59,2010-01-01 10:07:00,$88.00,22204,
373,Male,812,$54771,$21397,2817,Mastercard,Debit,False,$8021,2010-01-01 10:07:00,$5.44,24504,
876,Male,600,$26928,$49817,5773,Mastercard,Debit,False,$9146,2010-01-01 10:07:00,$25.94,61195,
1238,Female,721,$73401,$96661,1195,Visa,Credit,False,$22500,2010-01-01 10:07:00,$109.84,61195,
1595,Female,753,$87549,$52063,2429,Mastercard,Debit,False,$17749,2010-01-01 10:07:00,$26.69,66428,
1654,Male,693,$6197,$49328,4276,Visa,Credit,False,$16000,2010-01-01 10:07:00,$29.29,82981,
1942,Female,673,$0,$1,2116,Mastercard,Debit (Prepaid),False,$81,2010-01-01 10:07:00,$3.63,99237,
511,Male,661,$55369,$35602,2212,Mastercard,Debit,False,$8367,2010-01-01 10:08:00,$81.68,79927,
1564,Male,683,$49951,$37947,5925,Mastercard,Credit,False,$8200,2010-01-01 10:08:00,$2.94,14459,
1765,Male,770,$56283,$32126,2913,Visa,Debit,False,$11588,2010-01-01 10:08:00,$14.51,44578,
921,Male,779,$3628,$54013,4675,Mastercard,Debit,False,$30547,2010-01-01 10:09:00,$6.65,2177,
1102,Female,707,$0,$94733,2822,Amex,Credit,False,$26900,2010-01-01 10:09:00,$79.86,68671,
1391,Male,631,$67164,$51196,5129,Visa,Debit,False,$29573,2010-01-01 10:09:00,$44.47,39021,
1782,Female,777,$58586,$39633,2172,Mastercard,Debit,False,$23475,2010-01-01 10:09:00,$83.00,59935,
634,Female,683,$6494,$49079,3375,Amex,Credit,False,$11100,2010-01-01 10:10:00,$86.59,36934,
859,Male,631,$78193,$32531,233,Mastercard,Credit,False,$8800,2010-01-01 10:10:00,$1.68,20519,
1168,Male,505,$242379,$109673,3239,Mastercard,Debit,False,$25422,2010-01-01 10:10:00,$-61.00,61195,
1221,Female,850,$51667,$30747,4693,Visa,Credit,False,$7400,2010-01-01 10:10:00,$-333.00,39991,
1759,Female,778,$1642,$33279,4232,Visa,Debit,False,$18365,2010-01-01 10:10:00,$5.17,10590,
652,Female,784,$1692,$22726,2502,Amex,Credit,False,$16500,2010-01-01 10:11:00,$49.58,73186,
1080,Female,703,$46043,$29413,2562,Mastercard,Debit,False,$1470,2010-01-01 10:11:00,$21.60,9932,
1581,Female,684,$55173,$44334,5840,Mastercard,Credit,False,$12300,2010-01-01 10:11:00,$14.09,1108,
123,Female,824,$0,$36315,227,Mastercard,Debit,False,$12102,2010-01-01 10:12:00,$0.26,20519,
256,Male,714,$17453,$22850,147,Visa,Credit,False,$14300,2010-01-01 10:12:00,$15.43,18563,
386,Male,655,$62509,$49967,3673,Mastercard,Debit,False,$25093,2010-01-01 10:12:00,$18.17,16798,
1153,Male,774,$20196,$58006,2021,Mastercard,Debit (Prepaid),False,$64,2010-01-01 10:12:00,$78.48,22204,Insufficient Balance
1520,Male,789,$1082,$47213,3329,Visa,Debit,False,$24544,2010-01-01 10:12:00,$16.02,11468,
1560,Female,741,$16827,$18452,5455,Mastercard,Credit,False,$500,2010-01-01 10:12:00,$19.52,94683,
1881,Male,733,$9097,$56542,4653,Visa,Credit,False,$15800,2010-01-01 10:12:00,$4.82,79098,
457,Female,705,$56689,$36324,5554,Visa,Credit,False,$12900,2010-01-01 10:13:00,$108.41,4802,
814,Male,748,$14408,$16302,2955,Amex,Credit,False,$14300,2010-01-01 10:13:00,$2.55,83229,
1102,Female,707,$0,$94733,2822,Amex,Credit,False,$26900,2010-01-01 10:13:00,$59.00,68671,
1153,Male,774,$20196,$58006,2021,Mastercard,Debit (Prepaid),False,$64,2010-01-01 10:13:00,$100.00,22204,
779,Female,755,$1433,$32669,2069,Mastercard,Credit,False,$14200,2010-01-01 10:15:00,$0.85,49192,
1148,Male,687,$47490,$36711,5804,Amex,Credit,False,$9300,2010-01-01 10:15:00,$10.40,44578,
1300,Male,752,$20545,$23092,156,Mastercard,Credit,False,$4900,2010-01-01 10:15:00,$170.43,74934,
1782,Female,777,$58586,$39633,2172,Mastercard,Debit,False,$23475,2010-01-01 10:15:00,$38.22,59935,
321,Male,698,$47012,$40177,5755,Mastercard,Debit,False,$23792,2010-01-01 10:16:00,$2.60,53635,
683,Male,704,$0,$51039,5990,Visa,Debit,False,$28696,2010-01-01 10:16:00,$3.35,81444,
1087,Female,722,$81716,$30997,1029,Mastercard,Debit,False,$9433,2010-01-01 10:16:00,$5.93,20672,
1591,Female,698,$58236,$33717,2056,Mastercard,Debit (Prepaid),False,$113,2010-01-01 10:16:00,$17.65,88998,
1909,Male,696,$53023,$26510,1136,Amex,Credit,False,$6100,2010-01-01 10:16:00,$2.03,75781,
132,Female,696,$12777,$31555,230,Mastercard,Debit (Prepaid),False,$59,2010-01-01 10:17:00,$22.12,22204,
474,Male,683,$161166,$80957,2493,Visa,Credit,False,$16900,2010-01-01 10:17:00,$162.84,9937,
1060,Male,785,$16040,$21547,4291,Mastercard,Debit (Prepaid),False,$61,2010-01-01 10:17:00,$1.47,86438,
1153,Male,774,$20196,$58006,2021,Mastercard,Debit (Prepaid),False,$64,2010-01-01 10:17:00,$78.48,22204,Insufficient Balance
1497,Female,623,$76077,$35553,3655,Visa,Debit,False,$14751,2010-01-01 10:17:00,$5.07,26810,
1957,Male,772,$222735,$95945,5483,Mastercard,Credit,False,$16300,2010-01-01 10:17:00,$96.85,24823,
212,Male,797,$88482,$28137,2418,Mastercard,Debit,False,$6795,2010-01-01 10:18:00,$1.43,59935,
278,Male,686,$150896,$193768,3919,Visa,Credit,False,$49300,2010-01-01 10:18:00,$4.76,87625,
452,Male,704,$140107,$63356,4249,Mastercard,Debit,False,$33166,2010-01-01 10:18:00,$8.11,16058,
876,Male,600,$26928,$49817,5773,Mastercard,Debit,False,$9146,2010-01-01 10:18:00,$59.00,61195,
1083,Female,756,$66300,$38568,3447,Visa,Debit,False,$5511,2010-01-01 10:18:00,$5.62,23481,
1300,Male,752,$20545,$23092,156,Mastercard,Credit,False,$4900,2010-01-01 10:18:00,$-320.00,74934,
1407,Male,689,$54899,$40473,5966,Mastercard,Debit,False,$14733,2010-01-01 10:18:00,$60.80,69956,
676,Male,775,$83571,$65053,3910,Visa,Debit,False,$34175,2010-01-01 10:19:00,$-393.00,52923,
744,Female,842,$21685,$44699,4571,Amex,Credit,False,$20400,2010-01-01 10:19:00,$123.29,87530,
1153,Male,774,$20196,$58006,2021,Mastercard,Debit (Prepaid),False,$64,2010-01-01 10:19:00,$-100.00,22204,
1503,Male,725,$86014,$43021,4274,Visa,Debit,False,$5133,2010-01-01 10:19:00,$20.08,13683,
699,Male,698,$68358,$45475,3875,Visa,Debit,False,$8960,2010-01-01 10:20:00,$14.86,40892,
1072,Female,648,$75377,$40017,201,Mastercard,Debit,False,$6326,2010-01-01 10:20:00,$138.82,51300,
672,Male,722,$3880,$23967,5001,Visa,Debit,False,$8333,2010-01-01 10:21:00,$3.05,61195,
676,Male,775,$83571,$65053,3910,Visa,Debit,False,$34175,2010-01-01 10:21:00,$249.96,52923,
1153,Male,774,$20196,$58006,2021,Mastercard,Debit (Prepaid),False,$64,2010-01-01 10:21:00,$-84.00,22204,
1198,Male,820,$1820,$10869,2804,Visa,Debit,False,$12764,2010-01-01 10:21:00,$3.00,36628,
1452,Female,660,$241571,$193773,3801,Mastercard,Debit,False,$53466,2010-01-01 10:21:00,$5.15,59935,
1495,Male,770,$122550,$63433,4941,Visa,Debit (Prepaid),False,$22,2010-01-01 10:21:00,$13.29,46284,
1102,Female,707,$0,$94733,2822,Amex,Credit,False,$26900,2010-01-01 10:22:00,$-59.00,68671,
1763,Male,717,$27179,$38039,4297,Mastercard,Debit,False,$30096,2010-01-01 10:22:00,$2.52,25887,
1123,Male,710,$42046,$27896,3010,Mastercard,Debit (Prepaid),False,$83,2010-01-01 10:23:00,$4.37,43293,
47,Male,712,$45540,$25434,5080,Mastercard,Credit,False,$10500,2010-01-01 10:24:00,$2.64,75936,
1173,Male,722,$5371,$51703,3214,Amex,Credit,False,$11200,2010-01-01 10:24:00,$64.73,90709,
1080,Female,703,$46043,$29413,2562,Mastercard,Debit,False,$1470,2010-01-01 10:25:00,$1.00,88646,
658,Female,725,$68559,$52630,5548,Visa,Credit,False,$13800,2010-01-01 10:26:00,$35.64,50404,
876,Male,600,$26928,$49817,5773,Mastercard,Debit,False,$9146,2010-01-01 10:26:00,$-59.00,61195,
940,Female,699,$67836,$41800,2047,Mastercard,Debit,False,$12607,2010-01-01 10:26:00,$11.46,77627,
1459,Male,707,$0,$31369,177,Visa,Credit,False,$7100,2010-01-01 10:26:00,$43.26,43293,
674,Female,756,$25987,$28147,5348,Mastercard,Debit,False,$14466,2010-01-01 10:27:00,$3.45,75781,
1168,Male,505,$242379,$109673,3239,Mastercard,Debit,False,$25422,2010-01-01 10:27:00,$108.78,94123,
1403,Male,753,$22488,$24545,2830,Mastercard,Debit,False,$11889,2010-01-01 10:28:00,$39.15,16798,
1459,Male,707,$0,$31369,177,Visa,Credit,False,$7100,2010-01-01 10:28:00,$80.00,43293,
1052,Male,655,$22961,$28210,5460,Mastercard,Debit,False,$32165,2010-01-01 10:29:00,$59.15,93910,
1069,Male,615,$114746,$45852,5167,Visa,Debit,False,$2292,2010-01-01 10:29:00,$21.92,24823,
1227,Female,804,$7049,$67344,122,Amex,Credit,False,$14600,2010-01-01 10:29:00,$9.10,61195,
1498,Female,726,$3547,$50790,999,Mastercard,Debit (Prepaid),False,$65,2010-01-01 10:29:00,$2.36,50783,
1648,Female,621,$461854,$185909,1187,Mastercard,Debit,False,$64565,2010-01-01 10:29:00,$3.00,14528,
699,Male,698,$68358,$45475,4283,Visa,Debit,False,$20887,2010-01-01 10:30:00,$6.22,67390,
984,Female,850,$80794,$32928,3836,Discover,Credit,False,$4000,2010-01-01 10:30:00,$140.00,27092,
1254,Female,747,$13326,$34619,1055,Mastercard,Debit (Prepaid),False,$114,2010-01-01 10:31:00,$9.86,26445,
1583,Male,826,$0,$52844,3385,Mastercard,Debit (Prepaid),False,$63,2010-01-01 10:31:00,$12.90,75936,
408,Female,741,$49537,$31343,2515,Visa,Debit,False,$22457,2010-01-01 10:32:00,$16.07,96049,Technical Glitch
1098,Male,752,$54634,$34456,5179,Visa,Credit,False,$10000,2010-01-01 10:32:00,$13.57,50867,
1150,Male,791,$93406,$63030,4672,Mastercard,Debit,False,$29486,2010-01-01 10:32:00,$24.37,19464,
1519,Female,849,$59472,$40012,2476,Discover,Credit,False,$14200,2010-01-01 10:32:00,$1.44,59935,
1789,Female,684,$36933,$38527,5130,Visa,Debit,False,$15981,2010-01-01 10:32:00,$2.65,19655,
13,Female,588,$65919,$32378,4270,Visa,Debit (Prepaid),False,$64,2010-01-01 10:33:00,$8.76,92542,
1184,Male,798,$75608,$68765,4202,Mastercard,Debit,False,$21743,2010-01-01 10:33:00,$25.96,55060,
1644,Male,686,$1248,$31943,3001,Mastercard,Debit,False,$8304,2010-01-01 10:33:00,$5.18,44625,
820,Female,633,$29713,$41902,5040,Amex,Credit,False,$1200,2010-01-01 10:34:00,$9.02,59199,
231,Female,769,$73779,$36270,2474,Visa,Credit,False,$8900,2010-01-01 10:35:00,$10.28,22204,
362,Male,792,$59824,$48710,5474,Visa,Debit,False,$9708,2010-01-01 10:35:00,$16.09,87559,
468,Female,714,$35312,$47374,5532,Mastercard,Debit,False,$21900,2010-01-01 10:35:00,$171.90,96958,
549,Male,719,$113416,$62304,2588,Visa,Credit,False,$16200,2010-01-01 10:35:00,$-295.00,39991,
884,Male,631,$22171,$42812,2237,Visa,Debit,False,$8643,2010-01-01 10:35:00,$39.89,86410,
1083,Female,756,$66300,$38568,5173,Visa,Credit,False,$11300,2010-01-01 10:35:00,$5.44,54041,
1507,Female,744,$82822,$44344,4671,Mastercard,Debit,False,$19573,2010-01-01 10:35:00,$116.55,65108,
1742,Female,751,$1218,$50232,5869,Visa,Debit (Prepaid),False,$12,2010-01-01 10:35:00,$1.02,35451,
256,Male,714,$17453,$22850,2850,Amex,Credit,False,$12400,2010-01-01 10:36:00,$13.43,36869,
557,Male,669,$13411,$28245,5570,Mastercard,Debit,False,$6090,2010-01-01 10:36:00,$1.18,14528,
1006,Male,761,$117302,$44550,4723,Mastercard,Debit,False,$17253,2010-01-01 10:36:00,$76.87,22204,
1495,Male,770,$122550,$63433,2099,Visa,Credit,False,$14300,2010-01-01 10:36:00,$8.57,46284,
115,Male,748,$78115,$101018,38,Mastercard,Credit,False,$20300,2010-01-01 10:37:00,$162.76,59951,
363,Female,701,$113137,$48686,5555,Visa,Debit,False,$8420,2010-01-01 10:37:00,$11.66,93391,
663,Female,655,$39078,$70554,975,Mastercard,Debit,False,$2046,2010-01-01 10:37:00,$88.15,602,
679,Male,765,$39514,$34272,2894,Amex,Credit,False,$9900,2010-01-01 10:37:00,$10.95,11468,
1451,Female,719,$25245,$17078,5530,Mastercard,Credit,False,$6500,2010-01-01 10:37:00,$3.97,22849,
1740,Male,735,$61268,$57532,5885,Mastercard,Debit,False,$23189,2010-01-01 10:37:00,$15.59,22938,
1741,Male,707,$889,$24960,3025,Visa,Debit (Prepaid),False,$56,2010-01-01 10:37:00,$35.44,59935,
321,Male,698,$47012,$40177,5755,Mastercard,Debit,False,$23792,2010-01-01 10:38:00,$4.06,25717,
394,Male,684,$47193,$69604,4717,Mastercard,Debit,False,$23310,2010-01-01 10:38:00,$32.17,18563,
592,Male,714,$2573,$23993,5946,Visa,Debit,False,$13390,2010-01-01 10:38:00,$80.00,27092,
619,Male,748,$58381,$53986,5,Visa,Debit,False,$21883,2010-01-01 10:38:00,$8.43,35451,
882,Male,612,$71719,$36743,1079,Mastercard,Debit,False,$17453,2010-01-01 10:38:00,$49.12,71667,
227,Male,736,$1555,$82295,2512,Visa,Debit,False,$52609,2010-01-01 10:39:00,$26.72,3244,
1393,Female,692,$43936,$34460,3018,Visa,Debit,False,$8845,2010-01-01 10:39:00,$18.66,59397,
1479,Male,805,$33950,$26631,1139,Mastercard,Credit,False,$2800,2010-01-01 10:39:00,$80.00,27092,
1535,Male,590,$65822,$33311,187,Visa,Debit,False,$17231,2010-01-01 10:39:00,$-90.00,43293,
1735,Male,614,$56310,$36583,3700,Mastercard,Debit,False,$12762,2010-01-01 10:39:00,$5.39,50783,
1741,Male,707,$889,$24960,3025,Visa,Debit (Prepaid),False,$56,2010-01-01 10:39:00,$-88.00,59935,
46,Male,632,$98211,$53996,2925,Mastercard,Debit,False,$8037,2010-01-01 10:40:00,$10.92,46284,
549,Male,719,$113416,$62304,2588,Visa,Credit,False,$16200,2010-01-01 10:40:00,$327.53,39991,
1719,Female,616,$2559,$23217,2058,Mastercard,Debit,False,$24775,2010-01-01 10:40:00,$13.67,11041,
1741,Male,707,$889,$24960,3025,Visa,Debit (Prepaid),False,$56,2010-01-01 10:40:00,$88.00,59935,
1908,Female,733,$12777,$44469,5945,Visa,Credit,False,$14900,2010-01-01 10:40:00,$139.17,12467,
1942,Female,673,$0,$1,246,Visa,Debit (Prepaid),False,$11,2010-01-01 10:40:00,$5.77,78624,
561,Male,834,$112139,$36853,4575,Mastercard,Credit,False,$9100,2010-01-01 10:42:00,$7.76,87071,
1190,Female,707,$42369,$44383,5358,Mastercard,Debit,False,$24272,2010-01-01 10:42:00,$11.14,41260,
1638,Female,668,$31354,$57824,4956,Mastercard,Credit,False,$21300,2010-01-01 10:42:00,$9.82,61195,
470,Male,747,$94214,$28553,3733,Mastercard,Debit,False,$7581,2010-01-01 10:43:00,$40.00,27092,
801,Female,723,$1626,$23175,3366,Visa,Credit,False,$7100,2010-01-01 10:43:00,$171.97,52923,
801,Female,723,$1626,$23175,3366,Visa,Credit,False,$7100,2010-01-01 10:43:00,$-218.00,52923,
928,Female,784,$82667,$32347,4528,Visa,Debit,False,$14540,2010-01-01 10:43:00,$7.87,22204,
1546,Male,668,$144284,$40336,245,Visa,Debit,False,$2181,2010-01-01 10:43:00,$13.08,12328,
1712,Female,730,$3140,$66999,3711,Mastercard,Debit,False,$39431,2010-01-01 10:43:00,$11.78,35451,
154,Male,666,$73448,$37468,159,Mastercard,Debit,False,$12557,2010-01-01 10:44:00,$123.98,1077,
291,Female,793,$62695,$40407,3221,Amex,Credit,False,$9900,2010-01-01 10:44:00,$42.75,86616,
628,Male,815,$75999,$107075,2579,Mastercard,Debit (Prepaid),False,$76,2010-01-01 10:44:00,$27.55,28395,
630,Male,491,$61861,$39521,2059,Mastercard,Debit,False,$7546,2010-01-01 10:44:00,$60.00,27092,
641,Male,735,$0,$37556,5151,Mastercard,Debit,False,$22044,2010-01-01 10:44:00,$13.41,41943,
744,Female,842,$21685,$44699,4158,Mastercard,Debit,False,$1816,2010-01-01 10:44:00,$0.31,39021,
872,Female,655,$59730,$31505,4132,Mastercard,Debit,False,$12566,2010-01-01 10:44:00,$8.52,25887,
1054,Male,639,$135862,$46077,202,Mastercard,Debit,False,$15100,2010-01-01 10:44:00,$57.85,84793,
1376,Female,543,$85666,$62019,2182,Mastercard,Credit,False,$13100,2010-01-01 10:44:00,$43.44,18563,
538,Female,814,$36789,$30265,2396,Visa,Debit,False,$1513,2010-01-01 10:45:00,$-94.00,26810,
538,Female,814,$36789,$30265,2396,Visa,Debit,False,$1513,2010-01-01 10:45:00,$94.00,26810,
637,Female,771,$46160,$77288,3745,Visa,Credit,False,$28600,2010-01-01 10:45:00,$32.56,39021,
885,Male,700,$0,$28334,5086,Mastercard,Debit (Prepaid),False,$63,2010-01-01 10:45:00,$0.28,14528,
1385,Female,789,$182301,$82298,4955,Mastercard,Debit (Prepaid),False,$44,2010-01-01 10:45:00,$8.03,43293,
1958,Male,680,$64030,$37346,3843,Mastercard,Credit,False,$13100,2010-01-01 10:45:00,$1.57,14528,
430,Female,685,$128676,$53350,3433,Mastercard,Debit (Prepaid),False,$130,2010-01-01 10:46:00,$10.13,88646,
757,Female,691,$68957,$46232,5458,Mastercard,Debit,False,$22100,2010-01-01 10:46:00,$10.85,35451,
810,Female,705,$16946,$22540,4309,Visa,Credit,False,$6900,2010-01-01 10:46:00,$44.93,46951,
1324,Female,663,$94970,$38872,4959,Visa,Credit,False,$12500,2010-01-01 10:46:00,$15.23,18831,
1564,Male,683,$49951,$37947,5925,Mastercard,Credit,False,$8200,2010-01-01 10:46:00,$14.69,50783,
1776,Male,693,$44263,$43133,4938,Amex,Credit,False,$13400,2010-01-01 10:46:00,$59.72,39021,
421,Female,790,$58252,$45876,2177,Mastercard,Credit,False,$10600,2010-01-01 10:47:00,$9.07,61850,
1508,Female,747,$64875,$38999,1108,Mastercard,Credit,False,$10700,2010-01-01 10:47:00,$0.74,35451,
1936,Female,714,$1135,$35685,5551,Visa,Credit,False,$16400,2010-01-01 10:47:00,$46.58,65109,
1027,Male,693,$0,$61646,5543,Visa,Credit,False,$13800,2010-01-01 10:48:00,$70.40,50783,
1259,Female,700,$100192,$192269,2006,Visa,Debit,False,$78790,2010-01-01 10:48:00,$6.60,48038,
1403,Male,753,$22488,$24545,5976,Mastercard,Debit,False,$21084,2010-01-01 10:48:00,$35.16,75227,
1526,Female,671,$80467,$34137,4722,Mastercard,Debit (Prepaid),False,$77,2010-01-01 10:48:00,$12.48,3471,
126,Male,799,$0,$26600,2191,Mastercard,Debit,False,$13823,2010-01-01 10:49:00,$4.41,54366,
1193,Female,717,$418,$51717,5962,Mastercard,Debit,False,$17718,2010-01-01 10:49:00,$13.27,64908,
1369,Female,850,$49101,$35854,5792,Mastercard,Debit,False,$14716,2010-01-01 10:49:00,$1.35,75781,
408,Female,741,$49537,$31343,4960,Visa,Credit,False,$6900,2010-01-01 10:50:00,$10.48,96049,
814,Male,748,$14408,$16302,4536,Mastercard,Debit,False,$8262,2010-01-01 10:50:00,$4.27,83229,
291,Female,793,$62695,$40407,169,Mastercard,Debit (Prepaid),False,$52,2010-01-01 10:51:00,$45.67,39021,
538,Female,814,$36789,$30265,2396,Visa,Debit,False,$1513,2010-01-01 10:51:00,$52.07,26810,
1535,Male,590,$65822,$33311,187,Visa,Debit,False,$17231,2010-01-01 10:51:00,$90.00,43293,
112,Female,686,$24637,$35114,1134,Amex,Credit,False,$8900,2010-01-01 10:52:00,$17.15,50783,
1976,Female,699,$0,$56897,1171,Mastercard,Debit,False,$21160,2010-01-01 10:52:00,$8.78,41260,
652,Female,784,$1692,$22726,4293,Mastercard,Debit,False,$19962,2010-01-01 10:53:00,$2.38,63619,
1104,Male,850,$805,$40141,5766,Visa,Debit,False,$16578,2010-01-01 10:53:00,$13.90,88646,
1575,Female,724,$127892,$57646,2112,Mastercard,Debit,False,$18138,2010-01-01 10:53:00,$11.43,35451,
282,Male,702,$59827,$25585,3290,Mastercard,Debit,False,$10059,2010-01-01 10:54:00,$8.60,60569,
1198,Male,820,$1820,$10869,2804,Visa,Debit,False,$12764,2010-01-01 10:54:00,$2.69,2177,
140,Female,739,$72801,$42120,152,Mastercard,Debit,False,$13441,2010-01-01 10:55:00,$17.54,16798,
872,Female,655,$59730,$31505,4132,Mastercard,Debit,False,$12566,2010-01-01 10:55:00,$3.42,86438,
940,Female,699,$67836,$41800,2224,Mastercard,Debit,False,$1053,2010-01-01 10:55:00,$26.23,99449,
1515,Female,520,$19314,$30457,5557,Discover,Credit,False,$16300,2010-01-01 10:55:00,$68.36,70129,
1516,Male,755,$35669,$68827,1002,Mastercard,Debit,False,$47153,2010-01-01 10:55:00,$23.84,49239,
1758,Male,645,$43260,$22556,3440,Visa,Debit,False,$13514,2010-01-01 10:55:00,$14.12,61195,
729,Female,850,$1828,$24884,226,Mastercard,Debit,False,$23039,2010-01-01 10:56:00,$1.26,61195,
1535,Male,590,$65822,$33311,187,Visa,Debit,False,$17231,2010-01-01 10:56:00,$20.52,43293,
40,Male,726,$30686,$29243,2011,Mastercard,Debit,False,$142,2010-01-01 10:57:00,$60.68,20561,
64,Female,702,$0,$51465,5429,Mastercard,Credit,False,$12200,2010-01-01 10:57:00,$64.72,89949,
90,Male,644,$22192,$12796,2991,Visa,Debit,False,$9661,2010-01-01 10:57:00,$53.16,52562,
301,Male,679,$135319,$52308,3742,Visa,Credit,False,$21000,2010-01-01 10:57:00,$7.30,39021,
940,Female,699,$67836,$41800,2224,Mastercard,Debit,False,$1053,2010-01-01 10:57:00,$10.61,36949,
1204,Male,743,$129944,$69440,210,Visa,Debit,False,$36641,2010-01-01 10:57:00,$17.30,77403,
1488,Female,695,$86837,$41091,1098,Visa,Debit,False,$22124,2010-01-01 10:57:00,$10.44,68705,
178,Female,727,$0,$49045,4261,Mastercard,Debit,False,$17206,2010-01-01 10:58:00,$6.30,49789,
801,Female,723,$1626,$23175,3261,Visa,Debit,False,$9551,2010-01-01 10:58:00,$16.26,25065,
1313,Male,653,$39959,$30172,4183,Mastercard,Debit (Prepaid),False,$87,2010-01-01 10:58:00,$3.37,5248,
1591,Female,698,$58236,$33717,2056,Mastercard,Debit (Prepaid),False,$113,2010-01-01 10:58:00,$4.95,35451,
1618,Male,682,$155651,$70634,3031,Visa,Debit,False,$26608,2010-01-01 10:58:00,$11.12,78649,
1966,Male,782,$45661,$31499,4087,Mastercard,Debit,False,$22679,2010-01-01 10:58:00,$37.14,32175,
96,Female,685,$4344,$99825,5175,Visa,Credit,False,$18900,2010-01-01 10:59:00,$171.17,81591,
1006,Male,761,$117302,$44550,4723,Mastercard,Debit,False,$17253,2010-01-01 10:59:00,$100.00,27092,
779,Female,755,$1433,$32669,3299,Mastercard,Debit,False,$12698,2010-01-01 11:00:00,$16.47,44578,
1885,Male,753,$75730,$37056,4694,Visa,Debit,False,$18733,2010-01-01 11:00:00,$40.89,29974,
556,Male,715,$31815,$36405,2,Mastercard,Debit,False,$19948,2010-01-01 11:01:00,$10.64,61195,
658,Female,725,$68559,$52630,199,Mastercard,Debit,False,$22742,2010-01-01 11:01:00,$11.78,78605,
757,Female,691,$68957,$46232,4175,Mastercard,Debit,False,$447,2010-01-01 11:01:00,$7.83,35451,
996,Female,738,$107765,$40194,4661,Mastercard,Debit,False,$18820,2010-01-01 11:01:00,$16.22,46284,
1448,Female,850,$0,$38539,4685,Visa,Debit,False,$29950,2010-01-01 11:01:00,$9.94,36399,
1983,Male,773,$0,$141161,3399,Mastercard,Credit,False,$17700,2010-01-01 11:01:00,$42.22,81759,
1817,Female,683,$166395,$73920,2530,Mastercard,Debit,False,$43033,2010-01-01 11:02:00,$13.74,19558,
1370,Female,709,$109229,$52908,170,Mastercard,Debit,False,$10471,2010-01-01 11:03:00,$11.43,57885,
1789,Female,684,$36933,$38527,5130,Visa,Debit,False,$15981,2010-01-01 11:03:00,$4.67,50783,
252,Male,723,$29409,$34985,3788,Visa,Debit,False,$14911,2010-01-01 11:04:00,$62.74,31893,
598,Male,628,$54157,$43144,2040,Visa,Debit,False,$19103,2010-01-01 11:04:00,$13.22,2998,
948,Female,718,$55010,$37119,3376,Discover,Credit,False,$7900,2010-01-01 11:04:00,$12.59,78454,
1488,Female,695,$86837,$41091,1098,Visa,Debit,False,$22124,2010-01-01 11:04:00,$14.96,38806,
110,Female,737,$42852,$52186,4103,Visa,Debit,False,$576,2010-01-01 11:05:00,$271.22,99885,
354,Female,713,$11845,$31942,1168,Mastercard,Debit,False,$20859,2010-01-01 11:05:00,$14.24,35451,
371,Male,719,$2689,$92368,5495,Mastercard,Debit,False,$11861,2010-01-01 11:05:00,$14.62,3847,
973,Male,734,$19465,$25051,3833,Amex,Credit,False,$8300,2010-01-01 11:05:00,$13.78,98374,
1169,Female,726,$29627,$61901,5763,Visa,Credit,False,$28300,2010-01-01 11:05:00,$33.54,89707,
1195,Male,801,$15691,$40696,3020,Visa,Credit,False,$12100,2010-01-01 11:05:00,$16.53,75936,
1623,Female,746,$25277,$35227,5142,Amex,Credit,False,$13300,2010-01-01 11:05:00,$8.09,49789,
1750,Female,741,$100226,$70711,3714,Mastercard,Debit,False,$34675,2010-01-01 11:05:00,$12.15,17493,
1818,Female,500,$1741,$41843,3418,Mastercard,Debit,False,$23691,2010-01-01 11:05:00,$35.50,18563,
1500,Male,680,$144534,$52904,4729,Mastercard,Credit,False,$14000,2010-01-01 11:06:00,$129.58,726,
1591,Female,698,$58236,$33717,2043,Mastercard,Debit,False,$12358,2010-01-01 11:06:00,$17.10,88998,
1019,Female,713,$2028,$29928,2602,Mastercard,Debit,False,$7406,2010-01-01 11:07:00,$10.72,62913,
1129,Male,686,$36540,$34449,5492,Mastercard,Debit,False,$18109,2010-01-01 11:07:00,$22.33,61738,
1877,Male,714,$87605,$70673,5449,Amex,Credit,False,$22600,2010-01-01 11:07:00,$142.56,60569,
696,Female,766,$5700,$110570,3870,Visa,Debit,False,$31755,2010-01-01 11:08:00,$236.06,69956,
1508,Female,747,$64875,$38999,3279,Visa,Debit,False,$12150,2010-01-01 11:08:00,$0.55,86862,
1519,Female,849,$59472,$40012,4210,Mastercard,Debit,False,$16028,2010-01-01 11:08:00,$11.14,1099,
81,Female,723,$60397,$35560,2962,Mastercard,Debit,False,$1778,2010-01-01 11:10:00,$13.48,50783,
1786,Female,755,$93255,$38611,5462,Mastercard,Credit,False,$2400,2010-01-01 11:10:00,$13.51,50867,
28,Female,789,$110237,$54273,2568,Mastercard,Debit,False,$29717,2010-01-01 11:11:00,$20.00,61195,
154,Male,666,$73448,$37468,159,Mastercard,Debit,False,$12557,2010-01-01 11:11:00,$80.00,27092,
